"_defaultColorIndex","id","likelihood","name","relative-dimensionality"
"4","uqbaath5","11051.34765625","svhn_vs_cifar10_train_exstill","-9.1917332917504e-10"
"4","uqbaath5","6845.46484375","svhn_vs_cifar10_train_exstill","6.836457459228106"
"4","uqbaath5","7258.1826171875","svhn_vs_cifar10_train_exstill","-1.2180343951566217e-9"
"4","uqbaath5","7346.34375","svhn_vs_cifar10_train_exstill","-5.230532771618157e-10"
"4","uqbaath5","7213.62158203125","svhn_vs_cifar10_train_exstill","-2.1233609190502277e-10"
"4","uqbaath5","9020.38671875","svhn_vs_cifar10_train_exstill","5.638013654997418e-10"
"4","uqbaath5","7382.00390625","svhn_vs_cifar10_train_exstill","-1.3927992458942108e-9"
"4","uqbaath5","8812.380859375","svhn_vs_cifar10_train_exstill","2.364390969470819e-10"
"4","uqbaath5","6713.2275390625","svhn_vs_cifar10_train_exstill","-1.4711340063367822e-9"
"4","uqbaath5","9034.1796875","svhn_vs_cifar10_train_exstill","-9.798258167092458e-11"
"4","uqbaath5","11117.30078125","svhn_vs_cifar10_train_exstill","17.0170300149174"
"4","uqbaath5","8794.369140625","svhn_vs_cifar10_train_exstill","-2.1993355782763204e-10"
"4","uqbaath5","7545","svhn_vs_cifar10_train_exstill","-4.978419313830581e-10"
"4","uqbaath5","9584.1044921875","svhn_vs_cifar10_train_exstill","3.4183355463131613"
"4","uqbaath5","9858.2197265625","svhn_vs_cifar10_train_exstill","-8.798665236597503e-10"
"4","uqbaath5","6126.8251953125","svhn_vs_cifar10_train_exstill","-9.589180974999403e-10"
"4","uqbaath5","8281.484375","svhn_vs_cifar10_train_exstill","-1.3162044960017426e-10"
"4","uqbaath5","7162.73388671875","svhn_vs_cifar10_train_exstill","-2.9210959108659166e-10"
"4","uqbaath5","7687.490234375","svhn_vs_cifar10_train_exstill","98.69727056489157"
"4","uqbaath5","7619.861328125","svhn_vs_cifar10_train_exstill","-1.2130463030941374e-10"
"4","uqbaath5","10026.828125","svhn_vs_cifar10_train_exstill","88.46748063224038"
"4","uqbaath5","7261.333984375","svhn_vs_cifar10_train_exstill","153.0171051896513"
"4","uqbaath5","5658.044921875","svhn_vs_cifar10_train_exstill","-6.812930445112523e-10"
"4","uqbaath5","8539.8955078125","svhn_vs_cifar10_train_exstill","-3.302650679846306e-10"
"3","h24kl0wj","11972.40625","svhn_vs_svhn_train_garnishees","9.05012122950961e-10"
"3","h24kl0wj","13532.013671875","svhn_vs_svhn_train_garnishees","1.4108525176635882e-9"
"3","h24kl0wj","11649.3583984375","svhn_vs_svhn_train_garnishees","2.302077144219883e-10"
"3","h24kl0wj","13801.8349609375","svhn_vs_svhn_train_garnishees","22.638134110228084"
"3","h24kl0wj","13181.34765625","svhn_vs_svhn_train_garnishees","2.964141067965245e-10"
"3","h24kl0wj","12597.81640625","svhn_vs_svhn_train_garnishees","11.347697964274008"
"3","h24kl0wj","11801.185546875","svhn_vs_svhn_train_garnishees","7.183803280848096e-10"
"3","h24kl0wj","12728.70703125","svhn_vs_svhn_train_garnishees","1.2915042550978252e-9"
"3","h24kl0wj","11545.998046875","svhn_vs_svhn_train_garnishees","5.117400665373145e-10"
"3","h24kl0wj","9454.232421875","svhn_vs_svhn_train_garnishees","1.8931609548593"
"3","h24kl0wj","13532.7236328125","svhn_vs_svhn_train_garnishees","1.2778623437767558e-9"
"3","h24kl0wj","11825.58984375","svhn_vs_svhn_train_garnishees","8.881371063522064e-10"
"3","h24kl0wj","11752.666015625","svhn_vs_svhn_train_garnishees","1.5783439310864385e-10"
"3","h24kl0wj","11812.2197265625","svhn_vs_svhn_train_garnishees","4.3710986055194485e-10"
"3","h24kl0wj","11872.7109375","svhn_vs_svhn_train_garnishees","4.934363252202841e-10"
"3","h24kl0wj","11606.900390625","svhn_vs_svhn_train_garnishees","4.823753886428178e-11"
"3","h24kl0wj","13041.9990234375","svhn_vs_svhn_train_garnishees","-2.543460988618743e-9"
"3","h24kl0wj","12225.0244140625","svhn_vs_svhn_train_garnishees","6.043102618432385e-10"
"3","h24kl0wj","9890.240234375","svhn_vs_svhn_train_garnishees","-3.458617557452313e-10"
"3","h24kl0wj","11332.744140625","svhn_vs_svhn_train_garnishees","3.9422349490022994e-10"
"3","h24kl0wj","11864.85546875","svhn_vs_svhn_train_garnishees","1.6527476019041504e-11"
"3","h24kl0wj","12312.76953125","svhn_vs_svhn_train_garnishees","3.0611600355165153e-10"
"3","h24kl0wj","13457.00390625","svhn_vs_svhn_train_garnishees","1.8908489456019133"
"3","h24kl0wj","11628.1572265625","svhn_vs_svhn_train_garnishees","4.920705433974309e-10"
"1","r0f2k1th","10208.0693359375","cifar10_vs_cifar10_train_sericipary","2.775232985422584"
"1","r0f2k1th","8373.884765625","cifar10_vs_cifar10_train_sericipary","2.1960579911255365e-10"
"1","r0f2k1th","8039.2900390625","cifar10_vs_cifar10_train_sericipary","6.061941466878144e-11"
"1","r0f2k1th","9661.81640625","cifar10_vs_cifar10_train_sericipary","0.9317552370349333"
"1","r0f2k1th","9081.2265625","cifar10_vs_cifar10_train_sericipary","1.3618424960011817e-10"
"1","r0f2k1th","10269.0205078125","cifar10_vs_cifar10_train_sericipary","4.349139682458542e-10"
"1","r0f2k1th","7995.66845703125","cifar10_vs_cifar10_train_sericipary","5.65389696059574e-11"
"1","r0f2k1th","12136.240234375","cifar10_vs_cifar10_train_sericipary","15.740147508728016"
"1","r0f2k1th","8347.0263671875","cifar10_vs_cifar10_train_sericipary","1.2014851050375129e-10"
"1","r0f2k1th","7757.45849609375","cifar10_vs_cifar10_train_sericipary","1.0068042661576764e-10"
"1","r0f2k1th","9463.7314453125","cifar10_vs_cifar10_train_sericipary","4.450312466178051e-10"
"1","r0f2k1th","10292.2265625","cifar10_vs_cifar10_train_sericipary","1.5542834979586453e-10"
"1","r0f2k1th","9346.740234375","cifar10_vs_cifar10_train_sericipary","1.8486567904280526"
"1","r0f2k1th","11797.8798828125","cifar10_vs_cifar10_train_sericipary","110.49789333007575"
"1","r0f2k1th","9808.82421875","cifar10_vs_cifar10_train_sericipary","3.184967088649877e-10"
"1","r0f2k1th","9700.287109375","cifar10_vs_cifar10_train_sericipary","8.345943907653083"
"1","r0f2k1th","7167.42236328125","cifar10_vs_cifar10_train_sericipary","0.9280995212507336"
"1","r0f2k1th","10681.9501953125","cifar10_vs_cifar10_train_sericipary","3.5605208351336496e-10"
"1","r0f2k1th","9315.5439453125","cifar10_vs_cifar10_train_sericipary","2.436705100478185e-10"
"1","r0f2k1th","9215.7705078125","cifar10_vs_cifar10_train_sericipary","1.3932879683237857e-10"
"1","r0f2k1th","10569.28125","cifar10_vs_cifar10_train_sericipary","3.623919387139488e-10"
"1","r0f2k1th","8815.76953125","cifar10_vs_cifar10_train_sericipary","3.3873668388970517e-10"
"1","r0f2k1th","9538.41015625","cifar10_vs_cifar10_train_sericipary","3.105443058891961e-10"
"1","r0f2k1th","9841.9169921875","cifar10_vs_cifar10_train_sericipary","1.8604825277054806"
"0","2biwdtya","12668.01171875","cifar10_vs_svhn_train_comparcioner","4.003678248882055"
"0","2biwdtya","10944.0673828125","cifar10_vs_svhn_train_comparcioner","12.021470236248824"
"0","2biwdtya","10600.91015625","cifar10_vs_svhn_train_comparcioner","4.011126726084494"
"0","2biwdtya","8745.8876953125","cifar10_vs_svhn_train_comparcioner","-2.4692644216491055e-10"
"0","2biwdtya","12952.263671875","cifar10_vs_svhn_train_comparcioner","4.0075419756656485"
"0","2biwdtya","10571.802734375","cifar10_vs_svhn_train_comparcioner","11.955733434424873"
"0","2biwdtya","10572.765625","cifar10_vs_svhn_train_comparcioner","4.009280544866578"
"0","2biwdtya","12253.7578125","cifar10_vs_svhn_train_comparcioner","7.989619448924301"
"0","2biwdtya","11756.830078125","cifar10_vs_svhn_train_comparcioner","3.9356609830455818"
"0","2biwdtya","12097.3359375","cifar10_vs_svhn_train_comparcioner","35.97474808858913"
"0","2biwdtya","13360.1162109375","cifar10_vs_svhn_train_comparcioner","191.9083436593343"
"0","2biwdtya","9602.2109375","cifar10_vs_svhn_train_comparcioner","2.3119784669188383e-11"
"0","2biwdtya","11698.82421875","cifar10_vs_svhn_train_comparcioner","35.92855497120419"
"0","2biwdtya","11271.73828125","cifar10_vs_svhn_train_comparcioner","8.586616022624364e-10"
"0","2biwdtya","12628.55078125","cifar10_vs_svhn_train_comparcioner","35.89286900487643"
"0","2biwdtya","12691.2978515625","cifar10_vs_svhn_train_comparcioner","1.172314219405127e-9"
"0","2biwdtya","11804.69140625","cifar10_vs_svhn_train_comparcioner","3.862815316999303"
"0","2biwdtya","11332.3583984375","cifar10_vs_svhn_train_comparcioner","4.010256962143196"
"0","2biwdtya","11474.87890625","cifar10_vs_svhn_train_comparcioner","8.020964025328485"
"0","2biwdtya","11294.400390625","cifar10_vs_svhn_train_comparcioner","4.008166077430085"
"0","2biwdtya","12454.6396484375","cifar10_vs_svhn_train_comparcioner","19.99998815148315"
"0","2biwdtya","12569.6904296875","cifar10_vs_svhn_train_comparcioner","7.9935025890116265"
"0","2biwdtya","11302.0048828125","cifar10_vs_svhn_train_comparcioner","-5.653660031310617e-10"
"0","2biwdtya","12604.5029296875","cifar10_vs_svhn_train_comparcioner","28.04312025231078"
